yields|title|instructions|modifications|link|unit|amount|item
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||||Zwiebel
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||||Petersil
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||||Galgant
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||||Salz
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||||Öl
2.0|Rumänische Nationalspeise|"Sauerkraut und Reis halb weichdünsten. Faschiertes würzen und anbraten. Eine Auflaufform einfetten und die Zutaten schichtweise einfüllen: unten Sauerkrauft, darüber Faschiertes, darüber Reis. Je zwei Schichten. Sauerrahm darüberstreichen.
Auf der mittleren Schiene 45 Minuten backen bei 250 Grad. Dazu Erdäpfel."|"Lieber etwas mehr Sauerrahm.

Eventuell einen patzigeren Reis verwenden."||l|0.125|Sauerrahm
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|St.|4.0|Schweinsschnitzel
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|St.|1.0|Zwiebeln
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|||Öl
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|||Salz
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|||Pfeffer
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|ml|125.0|Schlagobers
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|||Schnittlauch
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|g|500.0|Champions
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|ml|100.0|Weißwein
4.0|Championschnitzel|"Schnitzel dünn schneiden, mit dem Fleischhammer dünn klopfen, beidseitig salzen und pfeffern, auf einer Seite in Mehl eintauchen und in heißem Öl von beiden Seiten goldbraun braten (zuerst mit der bemehlten Seite nach unten).

Inwischen Zwiebeln fein hacken, Champignons schälen, den Stiel entfernen und in feine Scheiben schneiden.

Das Fleisch aus der Pfanne nehmen und zur Seite stellen.

Die Zwiebel im Bratenrückstand anschwitzen. Die Pilze dazugeben und ebenfalls anschwitzen.

Mit Weißwein ablöschen und mit Schlagobers und Suppe aufgießen. 10 Minuten kochen.

Das Fleisch in die Sauce legen, nochmals erwärmen und mit gehacktem Schnittlauch verfeinern.

Die Sauce mit Salz, Pfeffer abschmecken. Evtl. Zitronensaft dazu."|Bei dieser Zubereitungsart müssen die Schnitzerl unbedingt ganz dünn geschnitten werden!|https://www.gutekueche.at/championschnitzel-rezept-6572|ml|250.0|Suppe
5.0|Gebratener Reis|"Den Reis mit der doppelten Menge Wasser 20 Min. dünsten.

In der Zwischenzeit im Wok die gleich groß geschnittenen Zutaten jeweils 5 Minutenrösten:

* zuerst die Karotten
* dann Paprika
* dann Zwiebel mit Knoblauch und Ingwer (Ingwer halb so viel wie Knoblauch)
* dann den Schinken
* die verquirlten Eier einrühren und stocken lassen
* am Schluss alles vermengen und den Reis dazu geben




Ein guter gebratener Reis lebt von der richtigen Zubereitungszeit je nach Zutat. Das Ei braucht beispielsweise nur kurze Zeit, um zu garen, deshalb sollte es niemals als erstes im Wok landen. Stattdessen solltest du es zum Schluss dazugeben oder es zunächst kochen, aus dem Wok nehmen und am Ende mit dem Reis kombinieren. Allgemein kannst du dieser Daumenregel folgen, um ein Verkochen oder Verbrennen deiner Zutaten zu vermeiden: Pfanne vorheizen, Öl dazugeben (keine Sorge, es wird verrauchen, aber das ist gewollt), und anschließend mit Aromaten, Gemüse, Proteine, Reis, Gewürzen und Ei weiterkochen. Den Wok vom Herd nehmen und zum Schluss die Garnitur dazugeben.

Eine kleine Ergänzung zum Timing: Wenn du alle Zutaten in etwa auf die gleiche Größe zuschneidest, können sie gleichmäßig garen und der gebratene Reis lässt sich später auch einfacher essen (es heißt ja nicht umsonst ""mundgerechte Stücke""). Du kannst auch vorgekochte Zutaten wie übrig gebliebenes Gemüse verwenden. Schwenke es einfach kurz in der Pfanne, bevor du den Reis dazugibst, damit sie erwärmen.

https://www.kitchenstories.com/de/stories/gebratener-reis-wie-beim-asiaten-so-geht-s"|||ml|300.0|Basmiatreis
5.0|Gebratener Reis|"Den Reis mit der doppelten Menge Wasser 20 Min. dünsten.

In der Zwischenzeit im Wok die gleich groß geschnittenen Zutaten jeweils 5 Minutenrösten:

* zuerst die Karotten
* dann Paprika
* dann Zwiebel mit Knoblauch und Ingwer (Ingwer halb so viel wie Knoblauch)
* dann den Schinken
* die verquirlten Eier einrühren und stocken lassen
* am Schluss alles vermengen und den Reis dazu geben




Ein guter gebratener Reis lebt von der richtigen Zubereitungszeit je nach Zutat. Das Ei braucht beispielsweise nur kurze Zeit, um zu garen, deshalb sollte es niemals als erstes im Wok landen. Stattdessen solltest du es zum Schluss dazugeben oder es zunächst kochen, aus dem Wok nehmen und am Ende mit dem Reis kombinieren. Allgemein kannst du dieser Daumenregel folgen, um ein Verkochen oder Verbrennen deiner Zutaten zu vermeiden: Pfanne vorheizen, Öl dazugeben (keine Sorge, es wird verrauchen, aber das ist gewollt), und anschließend mit Aromaten, Gemüse, Proteine, Reis, Gewürzen und Ei weiterkochen. Den Wok vom Herd nehmen und zum Schluss die Garnitur dazugeben.

Eine kleine Ergänzung zum Timing: Wenn du alle Zutaten in etwa auf die gleiche Größe zuschneidest, können sie gleichmäßig garen und der gebratene Reis lässt sich später auch einfacher essen (es heißt ja nicht umsonst ""mundgerechte Stücke""). Du kannst auch vorgekochte Zutaten wie übrig gebliebenes Gemüse verwenden. Schwenke es einfach kurz in der Pfanne, bevor du den Reis dazugibst, damit sie erwärmen.

https://www.kitchenstories.com/de/stories/gebratener-reis-wie-beim-asiaten-so-geht-s"|||St.|5.0|Eier
5.0|Gebratener Reis|"Den Reis mit der doppelten Menge Wasser 20 Min. dünsten.

In der Zwischenzeit im Wok die gleich groß geschnittenen Zutaten jeweils 5 Minutenrösten:

* zuerst die Karotten
* dann Paprika
* dann Zwiebel mit Knoblauch und Ingwer (Ingwer halb so viel wie Knoblauch)
* dann den Schinken
* die verquirlten Eier einrühren und stocken lassen
* am Schluss alles vermengen und den Reis dazu geben




Ein guter gebratener Reis lebt von der richtigen Zubereitungszeit je nach Zutat. Das Ei braucht beispielsweise nur kurze Zeit, um zu garen, deshalb sollte es niemals als erstes im Wok landen. Stattdessen solltest du es zum Schluss dazugeben oder es zunächst kochen, aus dem Wok nehmen und am Ende mit dem Reis kombinieren. Allgemein kannst du dieser Daumenregel folgen, um ein Verkochen oder Verbrennen deiner Zutaten zu vermeiden: Pfanne vorheizen, Öl dazugeben (keine Sorge, es wird verrauchen, aber das ist gewollt), und anschließend mit Aromaten, Gemüse, Proteine, Reis, Gewürzen und Ei weiterkochen. Den Wok vom Herd nehmen und zum Schluss die Garnitur dazugeben.

Eine kleine Ergänzung zum Timing: Wenn du alle Zutaten in etwa auf die gleiche Größe zuschneidest, können sie gleichmäßig garen und der gebratene Reis lässt sich später auch einfacher essen (es heißt ja nicht umsonst ""mundgerechte Stücke""). Du kannst auch vorgekochte Zutaten wie übrig gebliebenes Gemüse verwenden. Schwenke es einfach kurz in der Pfanne, bevor du den Reis dazugibst, damit sie erwärmen.

https://www.kitchenstories.com/de/stories/gebratener-reis-wie-beim-asiaten-so-geht-s"|||St.|1.0|Karotten
5.0|Gebratener Reis|"Den Reis mit der doppelten Menge Wasser 20 Min. dünsten.

In der Zwischenzeit im Wok die gleich groß geschnittenen Zutaten jeweils 5 Minutenrösten:

* zuerst die Karotten
* dann Paprika
* dann Zwiebel mit Knoblauch und Ingwer (Ingwer halb so viel wie Knoblauch)
* dann den Schinken
* die verquirlten Eier einrühren und stocken lassen
* am Schluss alles vermengen und den Reis dazu geben




Ein guter gebratener Reis lebt von der richtigen Zubereitungszeit je nach Zutat. Das Ei braucht beispielsweise nur kurze Zeit, um zu garen, deshalb sollte es niemals als erstes im Wok landen. Stattdessen solltest du es zum Schluss dazugeben oder es zunächst kochen, aus dem Wok nehmen und am Ende mit dem Reis kombinieren. Allgemein kannst du dieser Daumenregel folgen, um ein Verkochen oder Verbrennen deiner Zutaten zu vermeiden: Pfanne vorheizen, Öl dazugeben (keine Sorge, es wird verrauchen, aber das ist gewollt), und anschließend mit Aromaten, Gemüse, Proteine, Reis, Gewürzen und Ei weiterkochen. Den Wok vom Herd nehmen und zum Schluss die Garnitur dazugeben.

Eine kleine Ergänzung zum Timing: Wenn du alle Zutaten in etwa auf die gleiche Größe zuschneidest, können sie gleichmäßig garen und der gebratene Reis lässt sich später auch einfacher essen (es heißt ja nicht umsonst ""mundgerechte Stücke""). Du kannst auch vorgekochte Zutaten wie übrig gebliebenes Gemüse verwenden. Schwenke es einfach kurz in der Pfanne, bevor du den Reis dazugibst, damit sie erwärmen.

https://www.kitchenstories.com/de/stories/gebratener-reis-wie-beim-asiaten-so-geht-s"|||||Sojasauce
